"","ï..REF_DATE","GEO","Sex","Selected.sites.of.cancer..ICD.O.3.","Cancer incidence (age-standardized rate per 100,000 population)"
"957","2011/2013","Prince Albert Parkland Regional Health Authority, Saskatchewan","Both sexes","All invasive primary cancer sites (including in situ bladder)",490.9
"958","2011/2013","Richmond Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",416.3
"959","2011/2013","Saskatchewan","Both sexes","All invasive primary cancer sites (including in situ bladder)",508.4
"960","2011/2013","South East Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",570.7
"961","2011/2013","Sudbury and District Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",577.8
"962","2011/2013","Sun Country Regional Health Authority, Saskatchewan","Both sexes","All invasive primary cancer sites (including in situ bladder)",496.6
"963","2011/2013","Thunder Bay District Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",571.5
"964","2011/2013","Timiskaming Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",634.6
"965","2011/2013","Waterloo Wellington Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",521.7
"966","2011/2013","Winnipeg Regional Health Authority, Manitoba","Both sexes","All invasive primary cancer sites (including in situ bladder)",520.3
"967","2011/2013","Yukon","Both sexes","All invasive primary cancer sites (including in situ bladder)",392.9
"968","2011/2013","Zone 1 - Western, Nova Scotia","Both sexes","All invasive primary cancer sites (including in situ bladder)",549
"969","2011/2013","Zone 3 (Fredericton area), New Brunswick","Both sexes","All invasive primary cancer sites (including in situ bladder)",502.2
"970","2011/2013","Zone 5 (Campbellton area), New Brunswick","Both sexes","All invasive primary cancer sites (including in situ bladder)",558.4
"971","2011/2013","Zone 6 (Bathurst area), New Brunswick","Both sexes","All invasive primary cancer sites (including in situ bladder)",532.3
"972","2011/2013","Zone 7 (Miramichi area), New Brunswick","Both sexes","All invasive primary cancer sites (including in situ bladder)",644.1
"973","2012/2014","Calgary Zone, Alberta","Both sexes","All invasive primary cancer sites (including in situ bladder)",476.4
"974","2012/2014","Central Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",494.1
"975","2012/2014","Central Regional Integrated Health Authority, Newfoundland and Labrador","Both sexes","All invasive primary cancer sites (including in situ bladder)",562
"976","2012/2014","Central West Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",441
"977","2012/2014","Central Zone, Alberta","Both sexes","All invasive primary cancer sites (including in situ bladder)",530.6
"978","2012/2014","Chatham-Kent Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",567.5
"979","2012/2014","District of Algoma Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",614.1
"980","2012/2014","East Kootenay Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",435
"981","2012/2014","Erie St. Clair Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",558.5
"982","2012/2014","Fraser South Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",458.5
"983","2012/2014","Haliburton, Kawartha, Pine Ridge District Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",551.4
"984","2012/2014","Kelsey Trail Regional Health Authority, Saskatchewan","Both sexes","All invasive primary cancer sites (including in situ bladder)",533.7
"985","2012/2014","Kingston, Frontenac and Lennox and Addington Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",550.6
"986","2012/2014","Leeds, Grenville and Lanark District Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",525.8
"987","2012/2014","New Brunswick","Both sexes","All invasive primary cancer sites (including in situ bladder)",530.2
"988","2012/2014","Newfoundland and Labrador","Both sexes","All invasive primary cancer sites (including in situ bladder)",560.5
"989","2012/2014","North East Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",563.1
"990","2012/2014","North West Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",501.8
"991","2012/2014","Northwest Territories","Both sexes","All invasive primary cancer sites (including in situ bladder)",515.3
"992","2012/2014","Northwestern Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",396
"993","2012/2014","Nova Scotia","Both sexes","All invasive primary cancer sites (including in situ bladder)",555.8
"994","2012/2014","Nunavut","Both sexes","All invasive primary cancer sites (including in situ bladder)",418.2
"995","2012/2014","Okanagan Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",505.1
"996","2012/2014","Peel Regional Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",461.3
"997","2012/2014","Peer group E excluding Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",563.8
"998","2012/2014","Peer group F excluding Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",377.9
"999","2012/2014","Peer group H excluding Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",463.5
"1000","2012/2014","Prairie North Regional Health Authority, Saskatchewan","Both sexes","All invasive primary cancer sites (including in situ bladder)",440.6
"1001","2012/2014","Regina Qu'Appelle Regional Health Authority, Saskatchewan","Both sexes","All invasive primary cancer sites (including in situ bladder)",519
"1002","2012/2014","Richmond Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",386.5
"1003","2012/2014","Saskatoon Regional Health Authority, Saskatchewan","Both sexes","All invasive primary cancer sites (including in situ bladder)",483.2
"1004","2012/2014","Thompson/Cariboo Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",510.9
"1005","2012/2014","Timiskaming Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",596.7
"1006","2012/2014","Toronto Central Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",497.9
"1007","2012/2014","Vancouver Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",423
"1008","2012/2014","Windsor-Essex County Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",556.6
"1009","2012/2014","Winnipeg Regional Health Authority, Manitoba","Both sexes","All invasive primary cancer sites (including in situ bladder)",508.9
"1010","2012/2014","Yukon","Both sexes","All invasive primary cancer sites (including in situ bladder)",391.6
"1011","2012/2014","Zone 1 (Moncton area), New Brunswick","Both sexes","All invasive primary cancer sites (including in situ bladder)",543.2
"1012","2012/2014","Zone 3 - Eastern, Nova Scotia","Both sexes","All invasive primary cancer sites (including in situ bladder)",575.9
"1013","2012/2014","Zone 4 - Central, Nova Scotia","Both sexes","All invasive primary cancer sites (including in situ bladder)",562.4
"1014","2012/2014","Zone 5 (Campbellton area), New Brunswick","Both sexes","All invasive primary cancer sites (including in situ bladder)",539.1
"1015","2012/2014","Zone 7 (Miramichi area), New Brunswick","Both sexes","All invasive primary cancer sites (including in situ bladder)",616
"1016","2013/2015","British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",467
"1018","2013/2015","Central West Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",431.4
"1019","2013/2015","City of Toronto Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",492.1
"1020","2013/2015","East Kootenay Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",428
"1021","2013/2015","Elgin-St. Thomas Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",545.1
"1022","2013/2015","Five Hills Regional Health Authority, Saskatchewan","Both sexes","All invasive primary cancer sites (including in situ bladder)",470.7
"1023","2013/2015","Fraser North Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",460.7
"1024","2013/2015","Fraser South Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",444.3
"1025","2013/2015","Grey Bruce Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",540.1
"1026","2013/2015","Haldimand-Norfolk Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",533
"1027","2013/2015","Haliburton, Kawartha, Pine Ridge District Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",521
"1028","2013/2015","Halton Regional Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",473.4
"1029","2013/2015","Newfoundland and Labrador","Both sexes","All invasive primary cancer sites (including in situ bladder)",557.7
"1030","2013/2015","North West Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",503.5
"1031","2013/2015","Northeast Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",478.9
"1032","2013/2015","Northwest Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",441.1
"1033","2013/2015","Northwestern Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",388.4
"1034","2013/2015","Nunavut","Both sexes","All invasive primary cancer sites (including in situ bladder)",393.6
"1035","2013/2015","Ontario by Local Health Integration Network","Both sexes","All invasive primary cancer sites (including in situ bladder)",504.6
"1036","2013/2015","Peel Regional Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",447.4
"1037","2013/2015","Peer group B excluding Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",498.1
"1038","2013/2015","Peer group D excluding Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",512.2
"1039","2013/2015","Peer group F excluding Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",377.5
"1040","2013/2015","Peer group G excluding Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",476.3
"1041","2013/2015","Peer group H excluding Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",452.2
"1042","2013/2015","Perth District Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",468.4
"1043","2013/2015","Porcupine Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",505
"1044","2013/2015","Prince Albert Parkland Regional Health Authority, Saskatchewan","Both sexes","All invasive primary cancer sites (including in situ bladder)",464.4
"1045","2013/2015","Regina Qu'Appelle Regional Health Authority, Saskatchewan","Both sexes","All invasive primary cancer sites (including in situ bladder)",502.5
"1046","2013/2015","Richmond Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",367
"1047","2013/2015","Saskatchewan","Both sexes","All invasive primary cancer sites (including in situ bladder)",488.4
"1048","2013/2015","Simcoe Muskoka District Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",536.2
"1049","2013/2015","South Zone, Alberta","Both sexes","All invasive primary cancer sites (including in situ bladder)",479.1
"1050","2013/2015","Vancouver Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",409.4
"1051","2013/2015","Waterloo Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",489.1
"1052","2013/2015","Waterloo Wellington Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",488.1
"1053","2013/2015","Yukon","Both sexes","All invasive primary cancer sites (including in situ bladder)",427.8
"1054","2013/2015","Zone 4 - Central, Nova Scotia","Both sexes","All invasive primary cancer sites (including in situ bladder)",546.6
"1055","2013/2015","Zone 4 (Edmundston area), New Brunswick","Both sexes","All invasive primary cancer sites (including in situ bladder)",475.9
"1056","2013/2015","Zone 5 (Campbellton area), New Brunswick","Both sexes","All invasive primary cancer sites (including in situ bladder)",517.6
