"","ï..REF_DATE","GEO","Sex","All.invasive.primary.cancer.sites..including.in.situ.bladder.","Bronchus.and.lung.cancer..C34.0.C34.9.","Colon..rectum.and.rectosigmoid.junction.cancer..C18.0.C18.9..C19.9..C20.9..C26.0.","Female.breast.cancer..C50.0.C50.9.","Prostate.cancer..C61.9."
"271","2001/2003","RÃ©gion des Laurentides, Quebec","Both sexes",579.8,115.6,80.2,NA,NA
"272","2001/2003","RÃ©gion des Laurentides, Quebec","Females",513.6,88.7,64.2,140.5,NA
"273","2001/2003","RÃ©gion des Laurentides, Quebec","Males",678.9,152.9,98.9,NA,148.9
"274","2001/2003","RÃ©gion des Terres-Cries-de-la-Baie-James, Quebec","Both sexes",502.8,39.8,71.3,NA,NA
"275","2001/2003","RÃ©gion des Terres-Cries-de-la-Baie-James, Quebec","Females",464.7,0,81.9,79.6,NA
"276","2001/2003","RÃ©gion des Terres-Cries-de-la-Baie-James, Quebec","Males",544.8,81.1,66.1,NA,0
"277","2001/2003","RÃ©gion du Bas-Saint-Laurent, Quebec","Both sexes",531.8,93.8,67.3,NA,NA
"278","2001/2003","RÃ©gion du Bas-Saint-Laurent, Quebec","Females",480.5,56.3,57.6,156.5,NA
"279","2001/2003","RÃ©gion du Bas-Saint-Laurent, Quebec","Males",623.3,145.4,81,NA,124.9
"280","2001/2003","RÃ©gion du Nord-du-QuÃ©bec, Quebec","Both sexes",645.1,154.7,138,NA,NA
"281","2001/2003","RÃ©gion du Nord-du-QuÃ©bec, Quebec","Females",491.9,100.6,88.3,116.4,NA
"282","2001/2003","RÃ©gion du Nord-du-QuÃ©bec, Quebec","Males",955.4,209.6,304.8,NA,62.8
"283","2001/2003","RÃ©gion du Nunavik, Quebec","Both sexes",970.2,357.6,257.4,NA,NA
"284","2001/2003","RÃ©gion du Nunavik, Quebec","Females",1105.5,443.8,110,97.7,NA
"285","2001/2003","RÃ©gion du Nunavik, Quebec","Males",902.8,318.4,414.6,NA,0
"286","2001/2003","RÃ©gion du Saguenay - Lac-Saint-Jean, Quebec","Both sexes",598.6,113.9,85.3,NA,NA
"287","2001/2003","RÃ©gion du Saguenay - Lac-Saint-Jean, Quebec","Females",533.7,75.3,66.3,158.4,NA
"288","2001/2003","RÃ©gion du Saguenay - Lac-Saint-Jean, Quebec","Males",711.3,171.7,109.5,NA,122.4
"289","2001/2003","Regina Qu'Appelle Regional Health Authority, Saskatchewan","Both sexes",541.9,79.2,67.9,NA,NA
"290","2001/2003","Regina Qu'Appelle Regional Health Authority, Saskatchewan","Females",459.5,68.3,60.4,129.5,NA
"291","2001/2003","Regina Qu'Appelle Regional Health Authority, Saskatchewan","Males",653.1,96.6,76,NA,206.4
"292","2001/2003","Renfrew County and District Health Unit, Ontario","Both sexes",546.9,80.9,75.5,NA,NA
"293","2001/2003","Renfrew County and District Health Unit, Ontario","Females",499.8,74.8,66.5,138.2,NA
"294","2001/2003","Renfrew County and District Health Unit, Ontario","Males",612.6,90,87.8,NA,165.7
"295","2001/2003","Richmond Health Service Delivery Area, British Columbia","Both sexes",429.2,54,64.7,NA,NA
"296","2001/2003","Richmond Health Service Delivery Area, British Columbia","Females",404.2,45.2,60.5,123,NA
"297","2001/2003","Richmond Health Service Delivery Area, British Columbia","Males",474.4,67.3,70.3,NA,122.1
"298","2001/2003","Saskatchewan","Both sexes",528.3,69.9,67.8,NA,NA
"299","2001/2003","Saskatchewan","Females",453.5,57.7,55.5,129.3,NA
"300","2001/2003","Saskatchewan","Males",627,86.9,81.8,NA,196.6
"301","2001/2003","Saskatoon Regional Health Authority, Saskatchewan","Both sexes",517.5,62.3,68.1,NA,NA
"302","2001/2003","Saskatoon Regional Health Authority, Saskatchewan","Females",457,51.5,56.6,133.5,NA
"303","2001/2003","Saskatoon Regional Health Authority, Saskatchewan","Males",605.6,78.1,82.3,NA,168.7
"304","2001/2003","Simcoe Muskoka District Health Unit, Ontario","Both sexes",541.8,75.7,66.5,NA,NA
"305","2001/2003","Simcoe Muskoka District Health Unit, Ontario","Females",482.3,66.6,56.1,133.5,NA
"306","2001/2003","Simcoe Muskoka District Health Unit, Ontario","Males",626.3,88.4,79.4,NA,187.9
"307","2001/2003","South East Health Integration Network, Ontario","Both sexes",528.9,84.3,63.2,NA,NA
"308","2001/2003","South East Health Integration Network, Ontario","Females",473.4,69.9,55.7,134.8,NA
"309","2001/2003","South East Health Integration Network, Ontario","Males",607.8,103.9,72.1,NA,158.6
"310","2001/2003","South Vancouver Island Health Service Delivery Area, British Columbia","Both sexes",515.8,59,63.8,NA,NA
"311","2001/2003","South Vancouver Island Health Service Delivery Area, British Columbia","Females",456.5,53.7,57.8,132.9,NA
"312","2001/2003","South Vancouver Island Health Service Delivery Area, British Columbia","Males",599,67,70.7,NA,179.2
"313","2001/2003","South West Health Integration Network, Ontario","Both sexes",529.2,65.7,70.8,NA,NA
"314","2001/2003","South West Health Integration Network, Ontario","Females",462.1,53.2,59.4,133,NA
"315","2001/2003","South West Health Integration Network, Ontario","Males",623,82.4,84.1,NA,193.2
"316","2001/2003","South Zone, Alberta","Both sexes",517.4,66.9,59.3,NA,NA
"317","2001/2003","South Zone, Alberta","Females",432.4,58.1,51.1,115.7,NA
"318","2001/2003","South Zone, Alberta","Males",625.3,79.6,69.1,NA,214.2
"319","2001/2003","Southern Health, Manitoba","Both sexes",503.7,60.7,75.8,NA,NA
"320","2001/2003","Southern Health, Manitoba","Females",440.8,47.4,65.7,131,NA
"321","2001/2003","Southern Health, Manitoba","Males",587.1,78.7,87.8,NA,146.7
"322","2001/2003","Sudbury and District Health Unit, Ontario","Both sexes",572.7,89.3,83.1,NA,NA
"323","2001/2003","Sudbury and District Health Unit, Ontario","Females",488.7,72.8,66.8,120.5,NA
"324","2001/2003","Sudbury and District Health Unit, Ontario","Males",684.6,109.6,102.8,NA,164
"325","2001/2003","Sun Country Regional Health Authority, Saskatchewan","Both sexes",551.6,76.4,75,NA,NA
"326","2001/2003","Sun Country Regional Health Authority, Saskatchewan","Females",476.7,64.7,56.5,114,NA
"327","2001/2003","Sun Country Regional Health Authority, Saskatchewan","Males",640.4,92.3,94.2,NA,189.7
"328","2001/2003","Sunrise Regional Health Authority, Saskatchewan","Both sexes",568.8,63.6,68.1,NA,NA
"329","2001/2003","Sunrise Regional Health Authority, Saskatchewan","Females",433.5,47.4,55.5,124,NA
"330","2001/2003","Sunrise Regional Health Authority, Saskatchewan","Males",729.6,84,82.1,NA,280.4
"331","2001/2003","Thompson/Cariboo Health Service Delivery Area, British Columbia","Both sexes",523.4,79.3,66.2,NA,NA
"332","2001/2003","Thompson/Cariboo Health Service Delivery Area, British Columbia","Females",432.7,67.2,54.9,107.3,NA
"333","2001/2003","Thompson/Cariboo Health Service Delivery Area, British Columbia","Males",624.9,94.9,79.6,NA,176.1
"334","2001/2003","Thunder Bay District Health Unit, Ontario","Both sexes",565.3,81.1,75.3,NA,NA
"335","2001/2003","Thunder Bay District Health Unit, Ontario","Females",485.3,66.9,59.2,138.3,NA
"336","2001/2003","Thunder Bay District Health Unit, Ontario","Males",681,100.7,96.6,NA,221.7
"337","2001/2003","Timiskaming Health Unit, Ontario","Both sexes",595.1,130.6,82.7,NA,NA
"338","2001/2003","Timiskaming Health Unit, Ontario","Females",473.3,82.9,64.1,127.7,NA
"339","2001/2003","Timiskaming Health Unit, Ontario","Males",747.4,192.1,105.7,NA,145.8
"340","2001/2003","Toronto Central Health Integration Network, Ontario","Both sexes",466.4,56.3,58.8,NA,NA
"341","2001/2003","Toronto Central Health Integration Network, Ontario","Females",424.6,42.7,51.3,124.6,NA
"342","2001/2003","Toronto Central Health Integration Network, Ontario","Males",533.8,74.3,69.5,NA,139.5
"343","2001/2003","Vancouver Health Service Delivery Area, British Columbia","Both sexes",452,59.1,55.7,NA,NA
"344","2001/2003","Vancouver Health Service Delivery Area, British Columbia","Females",392.9,45.9,43.4,114.6,NA
"345","2001/2003","Vancouver Health Service Delivery Area, British Columbia","Males",531.2,76.4,71.4,NA,137.9
"346","2001/2003","Waterloo Health Unit, Ontario","Both sexes",490.2,58.1,63.5,NA,NA
"347","2001/2003","Waterloo Health Unit, Ontario","Females",424.2,46.3,53,122.1,NA
"348","2001/2003","Waterloo Health Unit, Ontario","Males",582.9,71.2,77.3,NA,180.8
"349","2001/2003","Waterloo Wellington Health Integration Network, Ontario","Both sexes",487.9,57.8,64.6,NA,NA
"350","2001/2003","Waterloo Wellington Health Integration Network, Ontario","Females",430.7,47.1,54.5,123.2,NA
"351","2001/2003","Waterloo Wellington Health Integration Network, Ontario","Males",570.6,70.5,77.5,NA,179.2
"352","2001/2003","Wellington-Dufferin-Guelph Health Unit, Ontario","Both sexes",510.4,58.7,68,NA,NA
"353","2001/2003","Wellington-Dufferin-Guelph Health Unit, Ontario","Females",472.2,50.6,60.9,133.6,NA
"354","2001/2003","Wellington-Dufferin-Guelph Health Unit, Ontario","Males",571.4,68.9,76.2,NA,186.9
"355","2001/2003","Western Regional Integrated Health Authority, Newfoundland and Labrador","Both sexes",439.2,68.3,67.8,NA,NA
"356","2001/2003","Western Regional Integrated Health Authority, Newfoundland and Labrador","Females",366.8,44.7,48.4,114.2,NA
"357","2001/2003","Western Regional Integrated Health Authority, Newfoundland and Labrador","Males",527,96.3,91.2,NA,153
"358","2001/2003","Windsor-Essex County Health Unit, Ontario","Both sexes",520.6,77.5,65.9,NA,NA
"359","2001/2003","Windsor-Essex County Health Unit, Ontario","Females",443.1,63.6,52.2,129.5,NA
"360","2001/2003","Windsor-Essex County Health Unit, Ontario","Males",635.4,97,82.5,NA,196.7
"361","2001/2003","Winnipeg Regional Health Authority, Manitoba","Both sexes",535,82,66.7,NA,NA
"362","2001/2003","Winnipeg Regional Health Authority, Manitoba","Females",480.4,73.7,52.9,136.2,NA
"363","2001/2003","Winnipeg Regional Health Authority, Manitoba","Males",627.6,95,85.2,NA,167.2
"364","2001/2003","York Regional Health Unit, Ontario","Both sexes",456.9,51.6,59.6,NA,NA
"365","2001/2003","York Regional Health Unit, Ontario","Females",413,42.4,49.3,125.6,NA
"366","2001/2003","York Regional Health Unit, Ontario","Males",519.8,64.2,71.3,NA,154.6
"367","2001/2003","Yukon","Both sexes",515,78.8,79.2,NA,NA
"368","2001/2003","Yukon","Females",436.9,50.1,76.9,108.9,NA
"369","2001/2003","Yukon","Males",629.8,102.7,76.3,NA,172.8
"370","2001/2003","Zone 1 - Western, Nova Scotia","Both sexes",556.4,86.2,75.3,NA,NA
"371","2001/2003","Zone 1 - Western, Nova Scotia","Females",456.7,59.2,62.4,116.6,NA
"372","2001/2003","Zone 1 - Western, Nova Scotia","Males",686.2,120.4,91.6,NA,176
"373","2001/2003","Zone 1 (Moncton area), New Brunswick","Both sexes",535.5,83.2,70.6,NA,NA
"374","2001/2003","Zone 1 (Moncton area), New Brunswick","Females",466.5,65.2,62.5,140.1,NA
"375","2001/2003","Zone 1 (Moncton area), New Brunswick","Males",634.8,110,78.7,NA,173.4
"376","2001/2003","Zone 2 - Northern, Nova Scotia","Both sexes",571.6,91.9,78,NA,NA
"377","2001/2003","Zone 2 - Northern, Nova Scotia","Females",480.2,72.1,62,130.2,NA
"378","2001/2003","Zone 2 - Northern, Nova Scotia","Males",692.8,118.8,95.8,NA,192.9
"379","2001/2003","Zone 2 (Saint John area), New Brunswick","Both sexes",560.6,101.9,64.3,NA,NA
"380","2001/2003","Zone 2 (Saint John area), New Brunswick","Females",473.4,80.8,54.8,126,NA
"381","2001/2003","Zone 2 (Saint John area), New Brunswick","Males",685.3,134.5,77.4,NA,162.3
"382","2001/2003","Zone 3 - Eastern, Nova Scotia","Both sexes",578.4,99.5,85.1,NA,NA
"383","2001/2003","Zone 3 - Eastern, Nova Scotia","Females",497.9,75.1,64.3,136.4,NA
"384","2001/2003","Zone 3 - Eastern, Nova Scotia","Males",697.8,133.6,112.1,NA,147.7
"385","2001/2003","Zone 3 (Fredericton area), New Brunswick","Both sexes",548.1,84.8,66.5,NA,NA
"386","2001/2003","Zone 3 (Fredericton area), New Brunswick","Females",479,58.6,54.8,140.7,NA
"387","2001/2003","Zone 3 (Fredericton area), New Brunswick","Males",650.4,117.9,80.6,NA,168.2
"388","2001/2003","Zone 4 - Central, Nova Scotia","Both sexes",591.1,85.6,90.9,NA,NA
"389","2001/2003","Zone 4 - Central, Nova Scotia","Females",508.2,70.6,77,138.1,NA
"390","2001/2003","Zone 4 - Central, Nova Scotia","Males",711.8,109.3,109.8,NA,195.8
"391","2001/2003","Zone 4 (Edmundston area), New Brunswick","Both sexes",490.4,76.6,76.8,NA,NA
"392","2001/2003","Zone 4 (Edmundston area), New Brunswick","Females",419.9,48.3,68.6,99,NA
"393","2001/2003","Zone 4 (Edmundston area), New Brunswick","Males",598.1,113.5,90.1,NA,153.6
"394","2001/2003","Zone 5 (Campbellton area), New Brunswick","Both sexes",568.2,96.6,78.2,NA,NA
"395","2001/2003","Zone 5 (Campbellton area), New Brunswick","Females",455.6,51.2,59.5,123.2,NA
"396","2001/2003","Zone 5 (Campbellton area), New Brunswick","Males",720.6,163.3,99.9,NA,197.7
"397","2001/2003","Zone 6 (Bathurst area), New Brunswick","Both sexes",525,90.9,69,NA,NA
"398","2001/2003","Zone 6 (Bathurst area), New Brunswick","Females",388.6,49.5,60.2,99.9,NA
"399","2001/2003","Zone 6 (Bathurst area), New Brunswick","Males",699.2,143.1,78.9,NA,213.9
"400","2001/2003","Zone 7 (Miramichi area), New Brunswick","Both sexes",508.2,93,75.6,NA,NA
"401","2001/2003","Zone 7 (Miramichi area), New Brunswick","Females",430.7,60,60.1,132.2,NA
"402","2001/2003","Zone 7 (Miramichi area), New Brunswick","Males",606.7,131.3,95.4,NA,131.3
"403","2002/2004","Alberta","Both sexes",539.3,69.3,63.2,NA,NA
"404","2002/2004","Alberta","Females",470.9,59.1,50.9,135.6,NA
"405","2002/2004","Alberta","Males",630.8,83.4,78.2,NA,198.4
"406","2002/2004","Brant County Health Unit, Ontario","Both sexes",517.1,71.8,69.1,NA,NA
"407","2002/2004","Brant County Health Unit, Ontario","Females",478.1,68.7,57.7,116,NA
"408","2002/2004","Brant County Health Unit, Ontario","Males",580.6,78,84.9,NA,167.9
"409","2002/2004","British Columbia","Both sexes",482.5,67.1,60.1,NA,NA
"410","2002/2004","British Columbia","Females",425.7,59.4,50.4,120.7,NA
"411","2002/2004","British Columbia","Males",557.1,78.1,71.6,NA,154.5
"412","2002/2004","Calgary Zone, Alberta","Both sexes",538.5,64.4,61,NA,NA
"413","2002/2004","Calgary Zone, Alberta","Females",475.5,58.2,47.1,138.4,NA
"414","2002/2004","Calgary Zone, Alberta","Males",623.9,73.6,78.6,NA,202
"415","2002/2004","Central East Health Integration Network, Ontario","Both sexes",493.5,61.9,62.7,NA,NA
"416","2002/2004","Central East Health Integration Network, Ontario","Females",442.2,52.4,53.8,119.5,NA
"417","2002/2004","Central East Health Integration Network, Ontario","Males",566.7,75,73,NA,172.7
"418","2002/2004","Central Health Integration Network, Ontario","Both sexes",480.5,51.2,60.8,NA,NA
"419","2002/2004","Central Health Integration Network, Ontario","Females",434.1,42.4,50.3,127.3,NA
"420","2002/2004","Central Health Integration Network, Ontario","Males",550.7,63.7,73.3,NA,162.4
"421","2002/2004","Central Regional Integrated Health Authority, Newfoundland and Labrador","Both sexes",402.5,40.7,80.5,NA,NA
"422","2002/2004","Central Regional Integrated Health Authority, Newfoundland and Labrador","Females",339.2,22.1,59.2,114.3,NA
"423","2002/2004","Central Regional Integrated Health Authority, Newfoundland and Labrador","Males",471.1,60.3,102.8,NA,95.7
"424","2002/2004","Central Vancouver Island Health Service Delivery Area, British Columbia","Both sexes",512.1,74.3,67.7,NA,NA
"425","2002/2004","Central Vancouver Island Health Service Delivery Area, British Columbia","Females",467.6,68.1,56.5,133.6,NA
"426","2002/2004","Central Vancouver Island Health Service Delivery Area, British Columbia","Males",571.2,83.7,81.3,NA,139
"427","2002/2004","Central West Health Integration Network, Ontario","Both sexes",392.7,39.5,46.3,NA,NA
"428","2002/2004","Central West Health Integration Network, Ontario","Females",340.5,28.9,38.7,99.1,NA
"429","2002/2004","Central West Health Integration Network, Ontario","Males",461.9,52.8,55.9,NA,163.2
"430","2002/2004","Central Zone, Alberta","Both sexes",556.8,70,70.2,NA,NA
"431","2002/2004","Central Zone, Alberta","Females",493.2,60.3,55.6,142.5,NA
"432","2002/2004","Central Zone, Alberta","Males",643.7,83.3,86.9,NA,196.7
"433","2002/2004","Champlain Health Integration Network, Ontario","Both sexes",488.5,72.5,65.7,NA,NA
"434","2002/2004","Champlain Health Integration Network, Ontario","Females",433.4,59,54,131.3,NA
"435","2002/2004","Champlain Health Integration Network, Ontario","Males",568.4,91.5,81.2,NA,166.5
"436","2002/2004","Chatham-Kent Health Unit, Ontario","Both sexes",534.6,68.7,70.2,NA,NA
"437","2002/2004","Chatham-Kent Health Unit, Ontario","Females",447.3,49.3,60.6,126.4,NA
"438","2002/2004","Chatham-Kent Health Unit, Ontario","Males",659,93,85.4,NA,209.8
"439","2002/2004","City of Hamilton Health Unit, Ontario","Both sexes",506.4,66.3,64.4,NA,NA
"440","2002/2004","City of Hamilton Health Unit, Ontario","Females",452.4,55.8,53.3,132.4,NA
"441","2002/2004","City of Hamilton Health Unit, Ontario","Males",588.6,80.9,78.2,NA,149
"442","2002/2004","City of Ottawa Health Unit, Ontario","Both sexes",478.1,66.3,62.2,NA,NA
"443","2002/2004","City of Ottawa Health Unit, Ontario","Females",425.7,53.2,49.9,133.8,NA
"444","2002/2004","City of Ottawa Health Unit, Ontario","Males",557.4,85.1,79.7,NA,164.7
"445","2002/2004","City of Toronto Health Unit, Ontario","Both sexes",475.3,52.5,58.1,NA,NA
"446","2002/2004","City of Toronto Health Unit, Ontario","Females",431.1,40.9,49.5,126.2,NA
"447","2002/2004","City of Toronto Health Unit, Ontario","Males",544.3,68.4,69.2,NA,158.4
"448","2002/2004","Cypress Regional Health Authority, Saskatchewan","Both sexes",493.4,48.3,61.7,NA,NA
"449","2002/2004","Cypress Regional Health Authority, Saskatchewan","Females",436.4,50.1,47.8,132.3,NA
"450","2002/2004","Cypress Regional Health Authority, Saskatchewan","Males",564.7,48.1,77,NA,218.5
"451","2002/2004","District of Algoma Health Unit, Ontario","Both sexes",504.4,80.4,60.7,NA,NA
"452","2002/2004","District of Algoma Health Unit, Ontario","Females",451.9,65.9,51.6,130.1,NA
"453","2002/2004","District of Algoma Health Unit, Ontario","Males",577.5,100.6,71.7,NA,159.7
"454","2002/2004","Durham Regional Health Unit, Ontario","Both sexes",537.6,69.8,64.9,NA,NA
"455","2002/2004","Durham Regional Health Unit, Ontario","Females",477.5,62.3,53.1,126.7,NA
"456","2002/2004","Durham Regional Health Unit, Ontario","Males",621.5,81.1,77.9,NA,192.3
"457","2002/2004","East Kootenay Health Service Delivery Area, British Columbia","Both sexes",453.3,74.5,55.4,NA,NA
"458","2002/2004","East Kootenay Health Service Delivery Area, British Columbia","Females",428.3,68.9,39.5,142,NA
"459","2002/2004","East Kootenay Health Service Delivery Area, British Columbia","Males",491.8,83.3,73.2,NA,124.6
"460","2002/2004","Eastern Ontario Health Unit, Ontario","Both sexes",512.4,91.1,71.5,NA,NA
"461","2002/2004","Eastern Ontario Health Unit, Ontario","Females",444.9,73.5,64.1,123,NA
"462","2002/2004","Eastern Ontario Health Unit, Ontario","Males",602.3,115.3,78.4,NA,180.7
